,title,rating,body,date,country
749,the sound is incredible！,"5,0","I bought it for my grandson. He likes listening to music, so it makes him very happy. The sound from a small speaker sounds like the size of a soda can. I strongly recommend that you buy this speaker ",5 januari 2021,de Verenigde Staten
750,Recommend this product,"5,0",It arrived as stated and was in new condition,4 januari 2021,de Verenigde Staten
751,Super süß! Preisleistung gut :),"5,0",Ich bereue den Kauf nicht! Mit der App kann man viele Bilder von anderen oder eigene Bilder auf den mini Computer übertragen und abspielen lassen. Natürlich kann es noch viel viel mehr! Geliefert wurd,3 januari 2021,Duitsland
752,Superb and Fun!,"5,0",Daughter loves this,2 januari 2021,de Verenigde Staten
753,Genial,"5,0",Buena y rápida entrega. Producto en perfecto estado.,1 januari 2021,Spanje
754,APP DOES NOT WORK,"1,0",I ordered this for Christmas it arrived in good shape and worked perfectly but the main reason I bought it was for the cool pixel art. I downloaded the app and it would not connect to my speaker.,31 december 2020,de Verenigde Staten
755,Sehr cool,"5,0",Habe das Gerät seit ca 2 Tagen in he auch und muss sagen das ich echt zufrieden bin. Die App ist auch okay nachdem man sich kurz damit beschäftigt. Der Sound ist gut für das kleine Teil der Bass sit n,31 december 2020,Duitsland
756,i understand why this litttle guys is so exspeive now.,"5,0",everything is amazing quality i was excepting cheap plastic with terrible sound quality because it does multiple things. but in actuality Everything about this speaker is high quality. EVERYTHING. so ,31 december 2020,de Verenigde Staten
757,Sound is clear and very loud!,"5,0","Fast delivery, well packed with no damages. Sound is clear and very loud! Looks very stylish and love the hanger as I use it in my back garden so it is easy to hang it somewhere instead of keeping it ",31 december 2020,de Verenigde Staten
758,Llegó antes del tiempo de entrega... 😀,"5,0",Le encantó a mi hija,30 december 2020,Mexico
759,Looks and sounds great!,"5,0","I was really impressed with its bright screen, clicky keys, sleek design and packaging presentation. It looks great on a shelf, sounds as you'd expect and the app is very simple to use.A perfect gift ",30 december 2020,het Verenigd Koninkrijk
760,Bonne qualité,"4,0","Bon qualité de sons, beaucoup de fonctionnalité, appli marche super bien sur le téléphone. Je l’ai acheté pour mon copain pour noël il étais ravi !",30 december 2020,Frankrijk
761,Cuteeeeeee af,"5,0",I love love love this item!!!! Oh my gosh it's just so interesting and fun for all ages.,29 december 2020,de Verenigde Staten
762,Recommend for retro cute decor!,"5,0",,29 december 2020,het Verenigd Koninkrijk
763,Great for games and music!,"5,0","This item arrived safe and well packaged.This Bluetooth speaker is not like any others I have seen! This is more like an old school computer than a speaker! The retro inspired styling, the great sound",29 december 2020,het Verenigd Koninkrijk
764,Grandson loves it!,"5,0","I purchased this for my 8 year old grandson for Christmas..... He had been at me for months to buy him one, his friend from scholl had one so he decided that it's so cool he wanted one too!He loves it",29 december 2020,het Verenigd Koninkrijk
765,Can share around the world,"5,0",This is a lovely alarm clock that can be customised to whatever pixel art you like on the screen. My 10 year old loves to play with this and gets hours of fun creating different pixel images and then ,29 december 2020,het Verenigd Koninkrijk
766,Divertido para los chicos,"5,0",Fue regalo para mi hija. Le gusto mucho. El sonido de la bocina es bueno. Se conecta muy fácil con BT. En general es un buen “juguete”.,28 december 2020,Mexico
767,amazing,"5,0",A gift to my self. i love it so much. i put my best music on an sc card which plugs in the side but you can blue tooth really easy. the app has loads of extra things you can do. there is a child and b,28 december 2020,het Verenigd Koninkrijk
768,Amazing!,"5,0","This is such a great buy! Clicky keys are nice for fidgeting, stickers were a cute add-on, and sound quality is shockingly good! Compared to my Bose bluetooth speaker, the audio is ok. Not as much bas",27 december 2020,de Verenigde Staten
769,Amazing product,"5,0","Extraordinary product with a unlimited options. Great quality, great video and great sound. I rarely leave feedback, but if the product exceeds my expectation or the quality is terrible, I usually do ",27 december 2020,de Verenigde Staten
770,Applicazione per iOS da migliorare molto,"4,0","Il prodotto è fantastico, lo speaker da solo va benissimo e il volume è più alto di quello che mi aspettavo, la grafica è eccellente e tutte le animazioni ancheL’unica pecca è l’applicazione...premett",26 december 2020,Italië
771,Pixelvergnügen,"5,0","Mein Sohn wünschte es sich zu Weihnachten und war total happy!Die Verpackung war schon sehr nett und die Qualität ist auch 1A!Viele Funktionen und tolle Aufmachung.Kind glücklich, vielen Dank!",26 december 2020,Duitsland
772,Cool little desktop gadget,"5,0","As a clock, it does its job very well. The brightness is bright enough to still be useful next to a window. I have mine under my monitor so I can easily keep track of time. There is enough pixel on th",26 december 2020,de Verenigde Staten
773,Fun and imaginative speaker and product,"5,0",Fun and great speaker!,25 december 2020,de Verenigde Staten
774,App defekt,"2,0","Die App ist leider defekt und das Gerät somit fast nicht brauchbar. Hab das Teil zu Weihnachten verschenkt und nun ein enttäuschtes Kind hier sitzen. Wir warten drauf, dass die App aktualisiert wird. ",25 december 2020,Duitsland
775,Thank you.. great product,"5,0",Great product,20 december 2020,de Verenigde Staten
776,Powerful speaker for the size,"5,0","This is a great speaker. I was surprised how loud and clear it was, given its size. This is a great gift for yourself or others.",20 december 2020,de Verenigde Staten
777,Its ok...,"3,0","Its very nice and cute, my gf love it but she was very disappointed that she can't use bluetooth with pc, she thought she can alao make it as her pc speaker but apparently not, so pretty much she just",18 december 2020,Canada
778,"overpriced speaker, sound quality is not very good","4,0","overpriced speaker, sound quality is not very good",17 december 2020,de Verenigde Staten
779,Impressed!,"5,0",I have to be honest. I bought this based on it being cute and ‘kawaii’ but I’m blown away by the quality of sound. Even at full volume (and it goes surprisingly loud!) the quality remains really good.,16 december 2020,het Verenigd Koninkrijk
780,We loved it!,"5,0",,13 december 2020,de Verenigde Staten
781,Nice speaker at the price point!,"5,0",Purchased this for my daughter and she loves it! The packaging was impressive and fun. My daughter was able to set this up very quickly and sound is good. Nice speaker for the price.,13 december 2020,de Verenigde Staten
782,Exceeded my expectations by a TON,"5,0",So adorable! Best speaker I’ve ever bought. Totally worth the money!,12 december 2020,de Verenigde Staten
783,Leider ein kleiner Defekt,"4,0","Tolles Gadget,aber ich habe ein defektes Gerät bekommen, das heißt, ein LED Leuchtmittel funktionierte nicht. Es fehlte zudem das Ladekabel und die Sticker (ist zu verkraften).An Amazon zurück geschic",12 december 2020,Duitsland
784,Speedy delivery,"4,0","Delivery perfectly on time. Thank you very much, it's going to make a wonderful Christmas present!",10 december 2020,het Verenigd Koninkrijk
785,Divorce Ditoo,"5,0","Product was easy to use, sound quality thickness was amazing. All in all works great, daughter loves it. Just don't have a picture of it now.",9 december 2020,de Verenigde Staten
786,Super cute!,"5,0","I absolutely love my little Ditoo, I saw an instagrammer show of the real version of this one and instantly fell in love. When I saw it came in pink I was THRILLED!!! Great sounds quality, cool loadab",7 december 2020,de Verenigde Staten
787,It is a cool novelty for listening to music and creating/looking at pixel art.,"5,0",This is a very cool device. There is a large community of artists so there are lots great pixel art to display. There are a few simple games such as a Tetris clone which is pretty cool. The sound is s,6 december 2020,de Verenigde Staten
788,Produit super,"5,0","Je reviens sur ma première notation. L'application DIVOOM donne tout son sens à cette enceinte. Le fait de pouvoir créer soit même ses propres animations ou affichages, ou encore d'en télécharger des ",6 december 2020,Frankrijk
789,Good sound quality and perfect gift.,"5,0",Amazing concept and superb sound quality. It works both as a show-piece and a Bluetooth speaker. With the whole retro effect so many of my friends complimented me for it. The bass is also very good. B,5 december 2020,de Verenigde Staten
790,Carino da morire,"5,0","Fantastico! Il gadget definitivo. Incredibilmente carino, svolge il suo lavoro da altoparlante in modo ottimo. Divertenti le animazioni.",5 december 2020,Italië
791,Cute and fantastic speakers,"5,0","such a cute little gadget, the pixel animations are great and the speaker quality is so good. Really nice addition to my room.",3 december 2020,het Verenigd Koninkrijk
792,"Great gadget for kids, teenagers and adults","5,0",,3 december 2020,het Verenigd Koninkrijk
793,Loved it!!,"5,0",It was a gift for my niece and boy she loved it not just her but all the family.Now my nephew wants one so yes I'll buy it again,1 december 2020,de Verenigde Staten
794,Great conversation starter!,"5,0","Excellent. However, make sure to download the app DivPix instead as that’s the most up to date!It’s extremely adorable and all my friends are in awe of it as well.",29 november 2020,het Verenigd Koninkrijk
795,literally love this product,"5,0",the sound is so clear and its so pretty and i just love how customizable it is,25 november 2020,de Verenigde Staten
796,Incredible addition to anyone’s set up!,"5,0","This really is as brilliant as the reviews state, the sound quality is great for such a small speaker, plus the design a quality are amazing. Not to mention the keys which are so satisfying to use.If ",23 november 2020,het Verenigd Koninkrijk
797,The perfect desktop companion,"5,0","It's a sound device... with a pixel screen, it's a weird combination but somehow it looks amazing and works amazing",23 november 2020,de Verenigde Staten
798,So fun to have!,"5,0",I love it so much its so preetty!!! Perfect for a gamer streamer 🥳,23 november 2020,het Verenigd Koninkrijk
799,Es un exelente producto,"5,0",Es hermoso y llegó en buenas condiciones 😍,23 november 2020,Mexico
800,Producto de muy buena calidad,"5,0","Es un accesorio de muy buena calidad, lo compre para mi hija y le gusto mucho..",21 november 2020,Mexico
801,Bought for birthday gift,"5,0",Works well - daughter is happy with it,20 november 2020,de Verenigde Staten
802,not very bright,"1,0",very dim,19 november 2020,de Verenigde Staten
803,Loved,"5,0",It’s super cute! Loved it,18 november 2020,de Verenigde Staten
804,amazing,"5,0",so cute and perfect for my salon!,14 november 2020,de Verenigde Staten
805,App doesn’t work in the US,"2,0",The app that you need to work this doesn’t work in the US :(,12 november 2020,de Verenigde Staten
806,Amazing Device!!,"5,0",This cute retro mini computer is the best speaker/device out there. Very well worth the money. Amazing!,11 november 2020,de Verenigde Staten
807,Worth the money,"5,0",,11 november 2020,de Verenigde Staten
808,Pretty good Speaker,"5,0","I bought this because it looks cool, but it's actually a pretty loud speaker, much louder than my current bluetooth speakers. It is also pretty clear for the most part. The Pixel art just adds icing t",8 november 2020,de Verenigde Staten
809,Good Sound - Tons of Handy Apps,"5,0","The lil Ditoo packs a lot of value in a small package. Good sound and large array of applications. Device available in several colors.Package includes the Ditoo, usb-c cable, stickers, plastic carryin",7 november 2020,de Verenigde Staten
810,Not worth it,"3,0",A little tricky to work. A good idea but too much of a pain to use,7 november 2020,de Verenigde Staten
811,App non disponibile su Iphone in Italia,"4,0","Attenzione per i possessori di Iphone. In Italia non e' disponibile, inquadrando il qrcode sotto al Ditoo per scaricare l'app funziona con Android ma non con Iphone, AppleStore dice: App not available",7 november 2020,Italië
812,Worth the money,"5,0","I love the sound it is so amazing. The bass, and the loudness are amazing.",7 november 2020,de Verenigde Staten
813,It was a great shopping trip,"5,0",This product is very outstanding in design and I like it very much. It also has many functions and is convenient and simple to use.,6 november 2020,het Verenigd Koninkrijk
814,A must for all Pixel and Retro Gamers!,"5,0",Ok this thing is AWESOME! It is super fun and easy to use. I love playing the mini games and creating my own retro gaming pixel art or adding existing ones from the Divoom App created by the community,6 november 2020,de Verenigde Staten
815,sound is very food,"5,0",this product is amazing I got it for my grand daughter and she loves it the sound is great and so is are the games and lights. 10/10 would buy again.,3 november 2020,de Verenigde Staten
816,Super quality! Fun to use!,"5,0",,2 november 2020,Duitsland
817,"Sound quality is good, but missing the charging cable","1,0","As a speaker overall, the sound quality is good enough, and the display is what really sells it. The alarm feature is helpful and even if it’s set to “off” the speaker will still sound. My main issue ",1 november 2020,de Verenigde Staten
818,It will prolly brake after the first month.,"1,0",It’s great but it also stopped working a month exactly after I got it.,1 november 2020,de Verenigde Staten
819,really cool,"5,0",works really well I love it,27 oktober 2020,het Verenigd Koninkrijk
820,Excellent sound in cute packaging,"5,0","I love this speaker! It's absolutely adorable and the sound quality is excellent, especially for the size. It also has an impressive battery life. Highly recommend!",26 oktober 2020,de Verenigde Staten
821,Still on the fence about this one,"4,0",Its a great gift for kids or anyone who loves pixel art but i feel its way overpriced i purchased on prime day deal 2020 for $65 but still debating on keeping it has some great feature and lots of com,25 oktober 2020,de Verenigde Staten
822,Great Sound,"5,0",I love using this little thing. I mainly got it for the aesthetic but the sound is surprisingly good for how small it is. Definitely recommend.,24 oktober 2020,de Verenigde Staten
823,Surprising Hit,"5,0",I bought this on a whim for the aesthetic and pixel art display but the whole product is so much cuter and more fun to play around with than I thought it would be. The speaker is actually really good ,24 oktober 2020,de Verenigde Staten
824,BEST PURCHASE EVER,"5,0","PERFECT I LOVE MINE SO MUCH, PERFECT FOR MY PC SET UP",23 oktober 2020,de Verenigde Staten
825,BEYOND AMAZING!!!!,"5,0","This Divoom Ditoo Pixel Art Bluetooth Speaker is BEYOND amazing! It has surpassed my expectations and blown me away with its creativity and simplicity. From the start, the packaging is adorable... it ",21 oktober 2020,de Verenigde Staten
826,10/10,"5,0",Cutest speaker ever. The volume max is super loud and the keys are super nice sounding/satisfying to press. Tons of ways to customize the speaker screen. Super long battery life. Overall best speaker ,20 oktober 2020,de Verenigde Staten
827,Quality,"5,0","The sound is pretty good considering the price. I purchased it for aesthetic reasons, but it’s quite functional and I use it for my morning alarm as well.",18 oktober 2020,de Verenigde Staten
828,"Amazing Value, Very Creative, and Best of All Great Audio quality.","5,0",After receiving this product I have used it for multiple days and it has been nothing but great. The speaker is very intuitive and works not only as a speaker but also as a gaming system since there a,16 oktober 2020,de Verenigde Staten
829,"More than just a speaker - a fun, functional, and unique speaker","5,0","This speaker is such a great & fun product! It's very unique, a good conversation starter, has great sound quality, and many other nice features. It's more than just a speaker too - it has various oth",16 oktober 2020,de Verenigde Staten
830,Beautiful Sound and Appearance💖,"5,0",The sound it produces is as pleasing to listen to as it is to look at it. It's great quality and you definitely get your moneys worth.,15 oktober 2020,de Verenigde Staten
831,Super Geschenk für meine Tochter,"5,0","Ein cooles Teil. Man kann es nicht anders sagen. Verspielt und liebevoll von der Verpackung bis zum Lautsprecher selbst. Die tasten scheinen mechanisch zu sein, er ist schwer für seine Größe und das D",15 oktober 2020,Duitsland
832,"Beautiful pixel art device, great speaker, great for your desk & gifting","5,0",Wow. I love this little pixel art masterpiece. It is full of surprises. I already own a Divoom Timebox mini and the Divoom pixel art frame. So I knew I'd like this. BUT I am ABSOLUTELY BLOW AWAY by th,14 oktober 2020,de Verenigde Staten
833,Can speakers get more adorable? I think not.,"5,0","Honestly, tik tok made me buy this.I am a huge fan of jazzy, light-up offices so I obviously have maxxed out as much RGB as I can without it looking tacky. This was just the perfect edition to set up ",8 oktober 2020,het Verenigd Koninkrijk
834,It is important to know the application of this product!,"5,0",,7 oktober 2020,de Verenigde Staten
835,"Sound quality and sound better than expected, adorable speaker","5,0","The sound quality is better than expected, and it produces a louder sound than I thought it would. The graphics and games included are adorable.",6 oktober 2020,de Verenigde Staten
836,Go for it!,"5,0","Best purchase I made! Really cute, love it! You have many features",4 oktober 2020,het Verenigd Koninkrijk
837,Cute speaker,"5,0",Nice looking speaker,4 oktober 2020,de Verenigde Staten
838,"If you are not familiar with Divoom, give them a chance! You may be as surprised as we were.","4,0","This really does appeal to a wide variety of ages. Great fun.Adult: price is the only thing that dropped to 4 stars for me. Quality of the build, materials, screen and sound are all excellent. The pac",3 oktober 2020,de Verenigde Staten
839,Amazing desk companion!!!,"5,0","This little speaker is the cutest thing but not only that, the design and quality are very good. The speaker quality actually really surprised me on how good it was once I turned it on. Probably one o",30 september 2020,de Verenigde Staten
840,Surpising sound from such a small speaker,"5,0",I didn't expect the sound qaulity to be this good from this small a speaker. the screen is good and can easily be programmed or changed with the app unless you want to play games instead. Even tells m,27 september 2020,het Verenigd Koninkrijk
841,Fantastic Device,"5,0",Found this item from a science YouTube channel. The unit was playing some pixel artwork in the background. Perfect desk bling. I needed something to add some light to my daily work from home grind. Th,24 september 2020,de Verenigde Staten
842,So DELIGHTFUL!!! I feel like a kid again,"5,0","I've literally had this thing for 24 hrs and I'm endlessly impressed with it. I don't know a single other device besides a literally PC or smartphone that does this many things. But, on top of all tha",21 september 2020,de Verenigde Staten
843,Bella,"5,0","L'ho comprato per fare un regalo, è piaciuto molto! Ottima qualità del suono, molto potente la cassa. La batteria non dura tantissimo ma discreta. Design bellissimo ma non sempre intuitivo per ogni co",21 september 2020,Italië
844,Super cute & fun speaker.,"5,0",I bought this for my daughter's 15th birthday. To say she loved it is an understatement. It was a lot heavier than I thought it was going to be. Seems very well made and the sound quality is very good,17 september 2020,de Verenigde Staten
845,Unbelievably cute,"5,0",Just the coolest little thing and wish I could have them all.,15 september 2020,de Verenigde Staten
846,So CUTE,"5,0",THIS IS THE CUTEST THING EVER. All of my friends love it. It really adds some spice to my desk setup.,15 september 2020,de Verenigde Staten
847,Worth it.,"5,0","Better sound quality than I expected. Durable and attractive. Lights are bright, responsive, and colorful. Glad I got it.",15 september 2020,de Verenigde Staten
848,Not worth it,"2,0","It's cute, heavy, good for aesthetic. Sound quality is awful, constantly disconnect from my phone from 2ft away. The interface is clunky and a lot of settings don't save. Wouldn't get this.",15 september 2020,de Verenigde Staten
849,Amazing and so fun! Great sounding too!,"5,0","Bought this as a gift and did not expect how great it sounded and the amazing features this has. Great for the cost paid, and opened a world of possibilities for me! I’m seriously thinking getting mor",14 september 2020,de Verenigde Staten
850,amazing product!,"5,0",Amazing sound quality and cute design!,14 september 2020,de Verenigde Staten
851,Great sound from fun device!,"5,0",My college freshman wanted this to have better sound quality AND a clock when listening to music thru her phone. Great sound and great size! She is able to easily take it with her to listen outside of,11 september 2020,de Verenigde Staten
852,Adorable,"5,0",I truly adore this speaker! The only thing I dislike is the battery life as it doesn't seem to last long but otherwise its perfect!,10 september 2020,de Verenigde Staten
853,Buy it!!,"5,0",This little speaker is actually very clear and loud. The volume can be controlled on your phone and on the computer. The graphics are on point. The games are also pretty awesome. Overall I'm extremely,8 september 2020,de Verenigde Staten
854,nice product,"5,0",Good quality. The speaker is louder than expected and the games + animations are fun. Having a little bit of a problem with the calls as it sounds muffled from the other end but otherwise it’s awesome,5 september 2020,de Verenigde Staten
855,Sehr schönes kleines Retro-Objekt für den Schreibtisch oder Nachttisch.,"5,0",,3 september 2020,Duitsland
856,Amazing little speaker!,"5,0",This speaker has done nothing but amaze me and my family! The sound quality is fantastic and it has so many features packed into one little speaker! The app works well and adds even more features to p,3 september 2020,het Verenigd Koninkrijk
857,better than hoped for,"5,0",better than expected! bought as a gift for my little sister and it plays games and does epic stuff. it's great! the sound quality is pretty great to and the volume so loud!,2 september 2020,de Verenigde Staten
858,Verspielter kleiner Speaker im Retro Stil,"4,0","Um ehrlich zu sein: Ich hatte keine große Erwartungen an diesen kleinen Bluetooth Speaker, aber das Design und die verspielten Features haben mich neugierig gemacht. Der Ditoo kam in einer coolen klei",2 september 2020,Duitsland
859,Super,"5,0",,31 augustus 2020,Duitsland
860,"Starker kleiner ""Bruder"" Top Mini Bluetooth Lautpsprecher mit Gimmick","5,0",Ich besitze schon seit längerem die Divoom Time Box und ich bin sehr zufrieden gewesen mit dem Produkt.Nun habe ich mich für das Divoom Ditoo entschieden um ein kompakten kleinen Bluetooth Lautspreche,29 augustus 2020,Duitsland
861,Granddaughter loves this.,"5,0",My granddaughter wanted this for her 12th Birthday. She loves it & the features it offers.,29 augustus 2020,de Verenigde Staten
862,Love it!!,"5,0",This was such a great gift for my daughter’s thirteenth birthday!! I can’t believe how many things it can do! I was surprised by how good the sound quality was too! Awesome buy!!,28 augustus 2020,de Verenigde Staten
863,Granddaughhter Happiness,"5,0",Got for granddaughter birthday. She loves it!,27 augustus 2020,de Verenigde Staten
864,Großartiger Bluetooth Lautsprecher mit vielen Funktionen und top Design!,"5,0",,27 augustus 2020,Duitsland
865,Sehr schönes Produkt zum Verschenken,"5,0",,27 augustus 2020,Duitsland
866,10/10 living my kawaii dreams !! Well worth the price,"5,0","Love this speaker!! It’s so cute and really nice quality, also make sure to remember to download the Divoom app for more features",26 augustus 2020,het Verenigd Koninkrijk
867,great speaker 🔈,"5,0",the lower volume is pretty quiet while the higher volume is loud enough to surround the room. i love that this speaker also has additional features besides its intended purpose.,24 augustus 2020,de Verenigde Staten
868,Great product,"5,0",Very happy daughter,23 augustus 2020,het Verenigd Koninkrijk
869,"Just one possible major flaw to consider, otherwise great buy! Would gift it if I could afford to.","5,0","Flaw: I have attached a picture so you can see the only flaw is this section where the charging port and memory card slot is placed sticks out. However, the entire unit is heavier than I thought it wo",17 augustus 2020,de Verenigde Staten
870,Love it,"5,0","I love this product. I bought it because I thought it was so cute, but I didn’t expect for the sound to be so good. I especially love the changing backgrounds and the fact that you can make your own p",16 augustus 2020,de Verenigde Staten
871,Bluetooth Lautsprecher mit Pixeloptik,"5,0","Das Gerät kommt in einer schönen Geschenktüte, in welcher sich eine Art Tragebox befindet, die auch das Gerät beinhaltet. Mit dieser Box lässt sich das Gerät sicher herumtransportieren. Im Lieferumfan",14 augustus 2020,Duitsland
872,Cutest speaker ever so worth the purchase !!!,"5,0",,11 augustus 2020,de Verenigde Staten
873,Fun and cool looking Bluetooth speaker,"5,0",It's a fun Bluetooth speaker. But a little pricey for how much you get. I would say it's worth $45 or so. But the app is what makes it the best.,11 augustus 2020,de Verenigde Staten
874,Worth it !!,"5,0","Bought this almost 2 weeks ago. It’s super cute and the sound quality is amazing. Easy to use/link to app, the packaging is adorable and it comes with stickers too ! Definitely recommend :3💖",9 augustus 2020,Canada
875,I love it! super cute.,"5,0","It's a great addition to my desk, fits with all of my pink desk stuff. Good sound quality too!",7 augustus 2020,de Verenigde Staten
876,Present,"5,0",Great present granddaughter loved it.,6 augustus 2020,het Verenigd Koninkrijk
877,Fun and engaging,"4,0",3 of my kids have these and they love them. Little games and great speaker and fun to make your own displays.,6 augustus 2020,het Verenigd Koninkrijk
878,Great sound,"5,0","Soooo cute. Bought this for my daughter, and she loves it!",6 augustus 2020,de Verenigde Staten
879,Awesome,"5,0",Its a great desktop speaker to have,5 augustus 2020,de Verenigde Staten
880,🔊 SUPER 🔊,"5,0",,5 augustus 2020,Italië
881,Great product!,"5,0","Superb product and after a few hiccups, the team guided me through the steps to reset the Ditoo (hold down the light-bulb button for 8 seconds).Back to normal now and I'm very chuffed.",4 augustus 2020,het Verenigd Koninkrijk
882,Best birthday gift for my tween. Thank you!,"5,0","I bought this for my daughter's 11th birthday. She absolutely *loves* it. I had a hard time finding the right gift but when I came across this, it was serendipity. She had been asking for a Bluetooth ",31 juli 2020,Canada
883,great buy,"5,0",I LOVE THIS THING. worth every penny. gets LOUD but still amazing quality and i can play games and customize it??? brilliant. the life of the party quite literally,30 juli 2020,de Verenigde Staten
884,Würde ich wieder kaufen,"4,0",War ein Geschenk,29 juli 2020,Duitsland
885,"10/10, would buy again","5,0","I LOVE this speaker. The app for it works great and is super easy to use, it sounds great, it's very responsive.Considering getting these as Christmas gifts this year even.",27 juli 2020,de Verenigde Staten
886,MUST HAVE,"5,0",I am so happy with this its so loud as a speaker and there are so many cool games and things to color im in love,26 juli 2020,de Verenigde Staten
887,My Mini Pixel Computer,"5,0","Very classy. Arduboy, PocketCHIP, M5STACK Faces, I have them all. This was bought knowing it’s much more than a speaker. (Which is one good speaker, sounds better than first 2 generations of Echo Show",23 juli 2020,de Verenigde Staten
888,Worth it!,"5,0",I absolutely love this. It is so cute. You can use your phone to color and watch it pop up on the screen. Playing Tetris and snake is so much fun! And the sound quality actually shocked me by how good,22 juli 2020,de Verenigde Staten
889,Great buy!,"5,0","Love my Divoom! I mostly use it for a speaker and a clock, but it has so so many capabilities including playing Tetris which I love!",21 juli 2020,de Verenigde Staten
890,It got here fast and in one piece!,"5,0","Love it, its super cute and works well!",20 juli 2020,de Verenigde Staten
891,GET IT!!!!!,"5,0",,14 juli 2020,de Verenigde Staten
892,Mindblowing,"5,0",This lil thang blew me away!!! I cannot express how much I’m so impressed by it. It’s a tiny machine that does so much! Take it from me — JUST BUY IT. Why is this so affordable?! It’s totally worth it,11 juli 2020,de Verenigde Staten
893,unique!,"5,0",okay this is a diffult product to describe. the simplest description is that this is a bluetooth speaker with a fun little display that puts on a light show. i got it because i like fun quirky animate,10 juli 2020,de Verenigde Staten
894,"Good sound quality, cool app","5,0","Bought the item as a present for my daughter, she loves it, great sound, fun little device, full of features.",8 juli 2020,de Verenigde Staten
895,Meiner 12 jährigen Tochter gefällt es super,"5,0",Ich habe das Gerät für meine 12 jährige Tochter bestellt. Sie wollte einen kleinen Bluetooth Lautsprecher für ihr Zimmer. Bei der Suche sind wir dann auf dieses Gerät von Divoom gestoßen. Ihr gefällt ,6 juli 2020,Duitsland
896,Fun + Useful Speaker,"5,0","Great speaker for your bedside table! Volume is decent, and the pixel art graphics are wicked fun to play with",6 juli 2020,de Verenigde Staten
897,"Fun, but niche, little speaker","4,0","I love this thing. But lets be honest, I didn’t necessarily buy it for the speaker part. Although the sound quality is decent and definitely suffices, but I wouldn’t classify it as anything special by",2 juli 2020,de Verenigde Staten
898,Great desk accessory,"5,0","Overall, my experience with this product has been wonderful. it shipped quickly, and works great. However, there are some nitpicks I would like to voice.The Good-This speaker sounds really good. For c",1 juli 2020,de Verenigde Staten
899,tolles Teil (:,"5,0","sieht super süß aus und die tonqualität ist für das kleine Teil wirklich nicht schlecht. Dazu noch kleine nette Funktionen wie Uhr, Wecker, ein paar minispiele und die Möglichkeit per App sowohl eigen",30 juni 2020,Duitsland
900,Fun desk speaker!,"5,0",Super cute! Highly enjoy this desk speaker especially when working.,29 juni 2020,de Verenigde Staten
901,Awesome Product... Lots of features great updated app to use with it.,"5,0","This little Ditoo is great. Bluetooth audio, 9 games that can be played on your phone or on the Ditoo itself.There is a sound meter, it shows the song title,the weather as well as the temperature show",27 juni 2020,de Verenigde Staten
902,Best value and aesthetics of any Bluetooth speaker in its class!,"5,0","I’ve considered purchasing a Bluetooth speaker for a while, just to be able to have music playing wherever I go. I looked at a lot of different models and they all seemed comparable. The Ditoo speaker",25 juni 2020,de Verenigde Staten
903,"Inutile, donc indispensable.","5,0","On va se le dire tout de suite, cet objet ne sert a rien. Enfin si, n'ayant plus d'enceinte Bluetooth et ayant marre d'utiliser mon telephone en reveil, j'ai trouvé une utilité au Divoom Ditto. Et bie",20 juni 2020,Frankrijk
904,Muy lindo,"5,0","el empaque es súper lindo, dentro traía unas opegatinas, lo más cool es que puedes intercambiar los fondos, hacer llamadas con amigos con el mismo dispositivo, jugar y un montón de cosas más , el cost",20 juni 2020,Mexico
905,A gift anyone would like!,"5,0","Wow! I was following this product for a while and finally bought it for myself. I'm amazed by the dB level - it gets pretty loud! Besides that, this product is so fun, easy to figure out, super entert",20 juni 2020,de Verenigde Staten
906,Pixel Art Mini Computer Dopeness,"5,0",This device is awesome. Enough said.,19 juni 2020,de Verenigde Staten
907,"Super Fun Toy, Clock, Bluetooth Speaker, App - great buy","5,0","What a fun little toy! Yes, it's a bluetooth speaker. But so much more. The little digital screen is the perfect companion to have displaying while chilling and listening to music. The device has some",14 juni 2020,de Verenigde Staten
908,Pricey but brings joy!,"4,0",,4 juni 2020,de Verenigde Staten
909,Idea geniale perfettamente realizzata. Connubio perfetto tra tech e disign retrò,"5,0",,3 juni 2020,Italië
910,Love this product,"5,0","Love this Product, I get so many compliments on it. This is a must if you work in an office.",29 mei 2020,de Verenigde Staten
911,"cute, fun toy with much functionality","5,0","i bought this for the unique look, animated pixel art with customizability, the mechanical keys, decent bluetooth, and portability with battery in a small form. what i also got that i love is the inte",22 mei 2020,de Verenigde Staten
912,It needs some who understand gadgets to make it work.,"5,0","I thought this looked like fun, but I have had real problems getting to grips with it , which really did disappoint me. Luckily I am blessed with tech savvy granddaughter , who have taken to the Divoo",21 mei 2020,het Verenigd Koninkrijk
913,Cute Bluetooth speaker and more,"5,0",This wireless speaker gives a good sound for something so small.It looks like no other speaker. A cute Japense style presentation with a blocky pixelated screen.The mini keyboard is really lovely to p,18 mei 2020,het Verenigd Koninkrijk
914,"It’s alive, it’s alive!","5,0",,17 mei 2020,de Verenigde Staten
915,Great Speaker,"5,0","I love this pixel art Bluetooth speaker. It’s such a cute and fun speaker. Does not feel cheap at all, and the sound quality is great. I will definitely be buying another one to give as a gift.",13 mei 2020,de Verenigde Staten
